time,prcp (mm/day),tmax (degrees C),tmin (degrees C),year,month
1987-06-30,77.1,18.078333333333333,2.0743333333333336,1987,6
1987-07-31,25.060000000000002,20.815483870967743,3.8535483870967746,1987,7
1987-08-31,91.17,17.9741935483871,3.9745161290322577,1987,8
1987-09-30,2.93,15.187333333333333,-1.4763333333333333,1987,9
1987-10-31,30.46,11.658709677419356,-4.703225806451614,1987,10
1988-04-30,17.41,7.7123333333333335,-7.6,1988,4
1988-05-31,58.29,11.195483870967742,-3.2451612903225806,1988,5
1988-06-30,95.92,18.590666666666667,2.667666666666667,1988,6
1988-07-31,95.92,19.78258064516129,4.05516129032258,1988,7
1988-08-31,91.58,19.026774193548388,4.840645161290323,1988,8
1988-09-30,35.65,14.453,-1.2733333333333334,1988,9
1988-10-31,4.5600000000000005,12.781935483870969,-3.6867741935483873,1988,10
1989-04-30,22.57,8.306333333333333,-7.85,1989,4
1989-05-31,29.94,13.54967741935484,-2.7280645161290322,1989,5
1989-06-30,83.07,15.854000000000001,-0.9226666666666666,1989,6
1989-07-31,81.74,20.766129032258064,3.3067741935483874,1989,7
1989-08-31,52.79,18.054193548387094,2.2716129032258063,1989,8
1989-09-30,49.97,15.899666666666667,-0.442,1989,9
1989-10-31,27.9,10.0,-7.873870967741936,1989,10
1990-04-30,76.7,7.827,-7.249333333333333,1990,4
1990-05-31,40.94,11.686451612903225,-5.519354838709678,1990,5
1990-06-30,2.12,20.913999999999998,0.7390000000000001,1990,6
1990-07-31,150.10999999999999,19.194193548387098,2.8835483870967744,1990,7
1990-08-31,67.78,18.018709677419356,1.6116129032258064,1990,8
1990-09-30,57.900000000000006,16.976333333333333,0.324,1990,9
1990-10-31,33.68,10.234193548387097,-6.10516129032258,1990,10
1991-04-30,39.18,6.48,-8.904,1991,4
1991-05-31,57.8,13.502258064516129,-3.753225806451613,1991,5
1991-06-30,74.05,17.851,1.1576666666666666,1991,6
1991-07-31,145.19,19.333548387096776,2.917741935483871,1991,7
1991-08-31,133.65,19.087419354838712,3.2738709677419355,1991,8
1991-09-30,22.5,15.789,-0.6366666666666666,1991,9
1991-10-31,13.45,11.924193548387096,-5.8022580645161295,1991,10
1992-04-30,18.92,10.490666666666666,-5.725,1992,4
1992-05-31,40.97,13.507741935483871,-1.534516129032258,1992,5
1992-06-30,57.74,16.926333333333336,0.5683333333333332,1992,6
1992-07-31,44.9,19.095806451612905,2.8251612903225807,1992,7
1992-08-31,109.68,18.676129032258064,2.184516129032258,1992,8
1992-09-30,6.66,16.908333333333335,-0.995,1992,9
1992-10-31,20.73,12.280645161290321,-4.614516129032259,1992,10
1993-04-30,5.74,7.5873333333333335,-6.552333333333333,1993,4
1993-05-31,43.47,11.847741935483871,-2.693548387096774,1993,5
1993-06-30,31.05,17.169666666666668,0.7956666666666667,1993,6
1993-07-31,27.9,20.399032258064516,3.947741935483871,1993,7
1993-08-31,92.88,17.509999999999998,4.031935483870968,1993,8
1993-09-30,19.06,15.139666666666667,-1.0783333333333334,1993,9
1993-10-31,25.790000000000003,9.040645161290323,-6.271935483870968,1993,10
1994-04-30,58.21,6.409666666666666,-6.882000000000001,1994,4
1994-05-31,73.93,12.867096774193548,-1.316451612903226,1994,5
1994-06-30,33.43,20.086000000000002,4.105666666666667,1994,6
1994-07-31,15.27,20.680967741935483,4.14258064516129,1994,7
1994-08-31,105.98,18.866774193548387,5.574193548387097,1994,8
1994-09-30,42.34,15.33,0.8883333333333333,1994,9
1994-10-31,32.980000000000004,8.304193548387097,-4.623225806451613,1994,10
1995-04-30,81.28999999999999,4.5169999999999995,-7.882666666666666,1995,4
1995-05-31,87.1,8.584193548387097,-3.0341935483870968,1995,5
1995-06-30,94.59,15.197666666666667,1.6153333333333333,1995,6
1995-07-31,64.72,19.590967741935486,4.361612903225807,1995,7
1995-08-31,104.47,21.033548387096772,6.503225806451613,1995,8
1995-09-30,44.92,14.394,1.4913333333333334,1995,9
1995-10-31,4.21,10.598387096774195,-5.188709677419355,1995,10
1996-04-30,29.83,6.635999999999999,-6.776333333333333,1996,4
1996-05-31,51.26,14.955806451612903,0.012580645161290326,1996,5
1996-06-30,52.47,18.000999999999998,2.1229999999999998,1996,6
1996-07-31,62.11,20.77806451612903,5.393870967741936,1996,7
1996-08-31,57.63,19.114193548387096,3.645483870967742,1996,8
1996-09-30,63.61,13.441666666666666,-0.9006666666666666,1996,9
